"carat","cut","color","clarity","depth","table","price","x","y","z"
"1.0","Good","E","SI1","62.6","61.0","4989","6.29","6.32","3.95"
"0.31","Premium","E","SI1","59.2","60.0","698","4.42","4.36","2.6"
"0.57","Very Good","G","SI1","60.4","58.0","1273","5.37","5.42","3.26"
"0.25","Premium","E","VVS1","62.9","58.0","740","4.03","4.01","2.53"
"0.36","Ideal","E","VS2","62.1","55.0","789","4.54","4.58","2.83"
"0.3","Good","F","IF","60.0","63.0","742","4.3","4.36","2.6"
"0.81","Very Good","J","VS2","60.4","59.0","2283","6.04","6.11","3.67"
"0.51","Ideal","F","SI1","62.9","56.0","1406","5.1","5.05","3.19"
"0.26","Very Good","D","VS1","63.3","57.0","420","4.03","4.06","2.56"
"0.31","Ideal","D","VS1","62.0","57.0","673","4.33","4.35","2.69"
"1.2","Very Good","I","VS2","62.3","56.0","5955","6.76","6.81","4.23"
"0.34","Ideal","E","SI1","61.0","55.0","637","4.54","4.56","2.77"
"0.74","Fair","F","VS2","61.1","68.0","2805","5.82","5.75","3.53"
"1.01","Ideal","G","VS2","62.0","57.0","6295","6.4","6.44","3.98"
"0.71","Premium","D","VVS1","58.8","58.0","3952","5.89","5.81","3.44"
"1.8","Premium","J","VS1","58.2","61.0","11329","8.07","7.95","4.66"
"0.4","Very Good","F","VS1","63.1","56.0","895","4.68","4.7","2.96"
"0.81","Ideal","F","SI1","61.2","57.0","3146","6.0","6.05","3.69"
"0.35","Ideal","D","VVS1","60.6","56.0","1330","4.58","4.59","2.78"
"0.42","Ideal","G","SI1","60.7","57.0","756","4.81","4.89","2.95"
"1.03","Very Good","F","SI2","60.2","55.0","3903","6.53","6.59","3.95"
"0.32","Ideal","D","SI1","62.0","57.0","756","4.42","4.38","2.73"
"1.01","Premium","G","SI1","62.7","59.0","4808","6.41","6.35","4.0"
"1.5","Very Good","H","VS1","59.6","60.0","12152","7.39","7.42","4.41"
"0.42","Ideal","I","VS1","62.0","55.0","773","4.83","4.85","3.0"
"0.7","Premium","F","VVS1","61.9","59.0","3109","5.67","5.6","3.49"
"0.41","Premium","G","VS2","62.6","59.0","1061","4.76","4.73","2.97"
"0.32","Ideal","E","VS1","61.0","57.0","898","4.4","4.42","2.69"
"0.47","Good","G","VS2","60.1","60.3","1226","5.02","5.07","3.03"
"0.3","Ideal","D","VS2","61.4","55.0","710","4.32","4.34","2.66"
"0.74","Ideal","I","VS1","62.1","56.0","2440","5.75","5.82","3.59"
"1.2","Premium","H","SI2","60.8","59.0","4301","6.8","6.75","4.12"
"0.3","Ideal","E","VS2","62.6","56.0","658","4.29","4.34","2.7"
"0.23","Very Good","E","VVS1","61.8","59.0","472","3.89","3.91","2.41"
"0.5","Premium","D","SI1","62.8","57.0","1593","5.08","5.05","3.18"
"0.76","Very Good","F","SI2","62.7","55.0","2469","5.74","5.83","3.63"
"1.09","Ideal","F","SI2","61.2","57.0","4891","6.6","6.64","4.05"
"0.9","Good","G","SI2","61.3","60.0","3353","6.13","6.2","3.78"
"0.7","Ideal","F","SI2","62.0","56.0","2355","5.68","5.71","3.53"
"0.91","Very Good","D","SI1","63.1","59.0","4586","6.14","6.1","3.86"
"1.02","Ideal","F","VS2","62.0","57.0","7026","6.46","6.44","4.0"
"1.69","Premium","I","I1","62.4","60.0","6320","7.56","7.59","4.73"
"0.26","Ideal","G","VS2","62.3","54.0","397","4.09","4.1","2.55"
"0.58","Very Good","G","SI1","62.9","57.0","1388","5.3","5.35","3.35"
"0.4","Very Good","H","VVS2","63.2","55.0","1125","4.73","4.7","2.98"
"0.75","Fair","D","SI1","65.1","57.0","2376","5.64","5.6","3.66"
"0.3","Premium","H","VS1","63.0","58.0","675","4.28","4.23","2.68"
"0.9","Fair","F","VS2","59.5","67.0","4536","6.29","6.24","3.73"
"1.07","Premium","D","SI1","63.0","57.0","6124","6.57","6.47","4.11"
"0.46","Ideal","J","VVS1","62.5","56.0","953","4.89","4.93","3.07"
"1.01","Premium","E","VS2","60.4","57.0","6697","6.49","6.45","3.91"
"0.44","Ideal","I","VS2","61.9","54.0","732","4.91","4.95","3.05"
"1.14","Ideal","H","SI1","61.8","56.0","7079","6.68","6.72","4.14"
"0.94","Premium","E","SI2","62.4","58.0","4098","6.26","6.33","3.93"
"0.3","Premium","D","VS2","60.4","59.0","710","4.33","4.35","2.62"
"0.3","Ideal","D","VVS2","61.5","55.0","1041","4.34","4.38","2.68"
"1.01","Ideal","H","SI1","62.2","57.0","4836","6.43","6.37","3.98"
"1.2","Ideal","G","SI1","62.2","58.0","6741","6.77","6.84","4.23"
"1.52","Ideal","H","VS2","61.9","55.0","11379","7.38","7.43","4.58"
"1.2","Premium","J","SI1","60.7","60.0","4514","6.88","6.92","4.19"
"1.56","Very Good","I","VS1","58.2","59.0","10523","7.65","7.7","4.47"
"0.66","Very Good","H","VS1","61.6","58.1","1978","5.54","5.58","3.42"
"1.23","Very Good","I","VS2","61.2","59.0","6826","6.84","6.81","4.18"
"0.46","Premium","F","VS1","60.5","58.0","1432","5.02","4.97","3.02"
"0.3","Ideal","G","VS1","63.1","55.0","624","4.25","4.31","2.7"
"0.61","Ideal","E","VS2","61.7","56.0","2225","5.46","5.43","3.36"
"0.9","Good","I","SI1","63.8","57.0","2823","6.06","6.13","3.89"
"0.41","Ideal","G","IF","62.4","54.0","1367","4.74","4.78","2.97"
"0.71","Premium","F","VS2","59.3","56.0","2840","5.88","5.82","3.47"
"0.26","Very Good","I","VVS2","62.7","55.0","427","4.09","4.12","2.57"
"0.66","Premium","F","SI1","60.6","58.0","1802","5.69","5.63","3.43"
"0.55","Very Good","D","SI2","63.3","56.0","1368","5.24","5.21","3.31"
"1.09","Premium","H","SI2","61.2","62.0","4395","6.63","6.58","4.04"
"0.66","Ideal","H","VS2","61.4","56.0","2178","5.62","5.65","3.46"
"1.0","Fair","E","SI1","57.4","61.0","4844","6.53","6.63","3.78"
"1.51","Ideal","H","VS2","64.2","59.0","10959","7.22","7.16","4.62"
"0.51","Very Good","E","VS1","60.0","57.0","1717","5.18","5.25","3.13"
"1.02","Ideal","H","SI2","59.8","58.0","4742","6.55","6.59","3.93"
"0.32","Very Good","F","SI1","59.3","58.0","533","4.47","4.5","2.66"
"0.75","Very Good","I","VVS2","62.0","59.0","2749","5.81","5.83","3.61"
"0.34","Very Good","H","VS2","63.3","56.0","689","4.45","4.39","2.8"
"0.56","Ideal","E","SI1","62.7","57.0","1698","5.27","5.23","3.29"
"1.57","Ideal","G","VS2","61.4","55.0","13713","7.48","7.52","4.61"
"1.01","Premium","D","SI2","62.2","60.0","4672","6.43","6.4","3.99"
"1.04","Premium","F","SI1","59.8","59.0","5284","6.61","6.56","3.94"
"0.32","Ideal","E","VS2","62.6","53.0","900","4.38","4.37","2.74"
"1.61","Premium","H","SI1","62.5","58.0","10942","7.51","7.46","4.68"
"1.31","Very Good","I","SI1","62.6","59.0","6686","6.97","6.86","4.33"
"0.57","Fair","E","SI1","64.6","59.0","1383","5.22","5.18","3.36"
"0.54","Ideal","D","SI1","62.6","55.0","1595","5.19","5.23","3.26"
"1.01","Very Good","E","SI1","63.0","57.0","5627","6.28","6.36","3.98"
"0.61","Ideal","F","VVS2","61.5","55.0","3248","5.47","5.53","3.38"
"2.0","Very Good","I","SI1","58.5","58.0","15249","8.24","8.28","4.83"
"1.0","Good","G","VS2","59.9","57.0","5667","6.45","6.51","3.88"
"2.03","Fair","H","I1","64.4","59.0","6002","7.91","7.85","5.07"
"1.2","Ideal","I","SI1","62.2","57.0","4368","6.8","6.77","4.22"
"1.23","Ideal","H","IF","61.3","57.0","8585","6.92","6.87","4.23"
"0.9","Ideal","I","VS1","62.4","56.0","3867","6.14","6.19","3.85"
"0.32","Ideal","E","VVS2","61.2","57.0","729","4.38","4.41","2.69"
"0.41","Ideal","D","VS1","62.6","55.0","1019","4.75","4.77","2.98"
"1.5","Fair","F","SI2","65.4","58.0","7644","7.17","7.1","4.67"
"0.76","Premium","E","VS2","60.5","56.0","3447","5.98","5.95","3.61"
"0.55","Ideal","I","VVS1","61.6","55.0","1916","5.26","5.3","3.25"
"0.59","Good","J","IF","63.7","59.0","2053","5.3","5.28","3.37"
"0.34","Ideal","D","VS1","61.2","58.0","787","4.45","4.5","2.74"
"0.51","Ideal","G","VS1","62.4","57.0","1689","5.1","5.13","3.19"
"0.35","Ideal","J","VS2","61.4","55.0","446","4.55","4.57","2.8"
"0.5","Premium","E","VS2","62.9","59.0","1746","5.09","5.06","3.19"
"0.53","Ideal","G","VS1","62.7","55.0","1813","5.18","5.16","3.24"
"1.38","Ideal","H","VS1","63.6","56.0","8037","7.05","7.0","4.47"
"0.54","Ideal","F","VS1","60.9","57.0","1866","5.26","5.21","3.19"
"1.52","Ideal","E","SI1","62.2","53.0","11642","7.38","7.31","4.57"
"1.13","Very Good","H","SI2","62.5","62.0","4537","6.59","6.66","4.14"
"1.01","Ideal","F","VS1","62.0","57.0","7745","6.42","6.46","3.99"
"1.01","Premium","D","VVS2","62.4","60.0","10407","6.36","6.31","3.95"
"0.31","Premium","G","VS2","62.4","59.0","698","4.38","4.34","2.72"
"1.18","Premium","I","SI1","61.8","58.0","5617","6.78","6.74","4.18"
"0.25","Ideal","F","VS1","61.8","57.0","436","4.07","4.09","2.52"
"0.53","Ideal","H","VVS2","61.8","56.0","1674","5.2","5.22","3.22"
"1.0","Good","G","SI1","64.3","58.0","4427","6.25","6.22","4.01"
"1.0","Good","E","VS2","60.7","62.0","6279","6.33","6.46","3.88"
"1.2","Very Good","D","SI2","63.5","59.0","4758","6.61","6.56","4.18"
"1.0","Very Good","H","SI1","62.2","60.0","4389","6.34","6.45","3.98"
"1.0","Premium","G","SI2","62.5","59.0","3136","6.41","6.33","3.98"
"2.01","Premium","E","SI2","58.7","54.0","16064","8.27","8.2","4.83"
"1.64","Ideal","F","SI2","61.4","57.0","10929","7.59","7.55","4.65"
"0.24","Ideal","F","VS2","61.8","57.0","417","3.97","4.02","2.47"
"0.72","Very Good","G","SI2","60.6","57.0","2114","5.79","5.86","3.53"
"1.09","Ideal","G","I1","61.0","56.0","3549","6.62","6.66","4.05"
"0.31","Ideal","F","VVS1","61.6","56.0","903","4.34","4.36","2.68"
"0.41","Ideal","F","VS2","61.8","56.0","863","4.78","4.8","2.96"
"1.01","Premium","D","SI1","62.9","59.0","5543","6.43","6.39","4.03"
"0.47","Premium","E","VVS2","60.5","58.0","1833","5.05","5.0","3.04"
"0.31","Ideal","E","VVS1","61.3","56.0","865","4.38","4.4","2.69"
"0.33","Very Good","E","SI1","63.1","56.0","693","4.45","4.42","2.8"
"0.33","Very Good","D","VVS2","61.9","56.0","856","4.44","4.48","2.76"
"0.75","Good","D","SI2","57.6","56.0","2933","5.98","6.07","3.47"
"0.33","Ideal","G","VVS2","62.6","53.0","702","4.43","4.45","2.78"
"1.04","Ideal","F","I1","61.6","57.0","3718","6.51","6.46","4.0"
"0.7","Good","I","SI1","63.8","57.0","2142","5.66","5.63","3.6"
"1.0","Fair","H","SI1","56.3","63.0","4150","6.63","6.61","3.73"
"1.02","Premium","E","SI2","58.7","59.0","4478","6.61","6.57","3.87"
"1.02","Fair","F","SI1","61.8","50.0","4227","6.59","6.51","4.05"
"0.41","Very Good","F","SI1","62.8","57.0","755","4.69","4.73","2.96"
"1.1","Ideal","D","VS2","62.0","56.0","8959","6.58","6.61","4.09"
"1.54","Premium","J","SI1","61.1","58.0","5028","7.48","7.41","4.55"
"1.02","Premium","D","SI2","61.3","62.0","4044","6.46","6.42","3.95"
"1.02","Good","D","VS1","64.6","58.0","6797","6.22","6.28","4.04"
"1.14","Ideal","D","VS1","59.8","57.0","9193","6.83","6.74","4.06"
"1.6","Ideal","H","IF","61.5","53.0","16300","7.57","7.69","4.66"
"0.94","Premium","G","SI2","63.0","59.0","3099","6.16","6.1","3.86"
"0.3","Premium","H","SI1","62.2","60.0","540","4.28","4.24","2.65"
"0.51","Very Good","E","VS1","60.4","59.0","1697","5.16","5.2","3.13"
"1.01","Good","D","VS1","64.1","55.0","8339","6.29","6.38","4.06"
"1.28","Ideal","G","SI2","61.4","57.0","5995","6.99","6.96","4.28"
"0.7","Premium","G","SI2","58.9","59.0","1636","5.73","5.7","3.37"
"0.35","Ideal","D","SI1","61.3","57.0","827","4.57","4.54","2.79"
"0.38","Ideal","F","VS2","61.2","57.0","889","4.67","4.64","2.85"
"0.8","Fair","E","I1","65.5","54.0","1232","5.84","5.68","3.78"
"1.55","Good","H","VS2","61.0","61.0","11364","7.42","7.47","4.54"
"0.72","Ideal","D","VS2","60.8","56.0","3179","5.8","5.84","3.54"
"0.33","Very Good","H","SI1","63.0","56.0","463","4.41","4.42","2.78"
"1.13","Ideal","H","SI1","61.5","56.0","6075","6.69","6.71","4.12"
"1.52","Very Good","D","SI2","61.2","63.0","9030","7.39","7.31","4.5"
"1.52","Premium","D","SI2","60.2","60.0","8737","7.4","7.46","4.47"
"0.9","Very Good","H","VS2","62.1","60.0","4064","6.11","6.2","3.82"
"2.0","Premium","I","VS2","58.6","62.0","16068","8.2","8.17","4.8"
"2.0","Fair","D","SI1","64.8","58.0","15540","7.98","7.89","5.14"
"0.43","Very Good","F","SI1","62.9","59.0","792","4.79","4.84","3.03"
"0.38","Good","G","VS1","63.9","60.0","962","4.59","4.52","2.91"
"1.51","Very Good","J","SI1","63.5","58.0","6976","7.29","7.24","4.61"
"1.51","Premium","I","VS2","59.9","60.0","10010","7.42","7.36","4.43"
"0.9","Ideal","F","VS2","60.8","57.0","5828","6.22","6.24","3.79"
"0.59","Ideal","E","VS2","60.2","59.0","1941","5.47","5.49","3.3"
"0.36","Ideal","D","SI1","61.6","56.0","801","4.59","4.6","2.83"
"2.43","Premium","J","VS2","62.2","57.0","18692","8.63","8.54","5.34"
"0.43","Premium","E","SI2","61.0","60.0","704","4.87","4.94","2.99"
"0.83","Premium","E","VS2","61.3","59.0","3625","6.08","6.02","3.71"
"0.33","Ideal","I","VS1","62.1","53.9","534","4.43","4.45","2.76"
"1.11","Very Good","I","SI2","61.2","61.0","3956","6.65","6.69","4.08"
"2.01","Good","J","SI1","59.6","61.0","11703","8.08","8.14","4.83"
"0.72","Good","I","SI1","63.6","59.0","1909","5.61","5.58","3.56"
"0.7","Ideal","D","SI1","62.0","54.0","2726","5.73","5.76","3.56"
"1.5","Good","E","SI2","61.5","65.0","6300","7.21","7.17","4.42"
"0.33","Ideal","E","VS2","62.4","55.0","723","4.4","4.42","2.75"
"0.77","Fair","D","SI2","65.1","63.0","1651","5.71","5.65","3.7"
"0.36","Ideal","D","SI2","62.0","56.0","537","4.56","4.6","2.84"
"1.15","Premium","E","SI2","62.5","58.0","4250","6.65","6.72","4.18"
"0.3","Ideal","E","SI1","62.4","57.0","499","4.27","4.29","2.67"
"0.99","Very Good","D","SI2","62.5","57.0","4993","6.3","6.34","3.95"
"0.97","Ideal","E","SI2","62.3","56.0","4078","6.28","6.33","3.93"
"0.47","Fair","I","VS2","57.1","61.0","919","5.11","5.15","2.93"
"0.36","Very Good","D","VS1","62.8","55.0","793","4.52","4.55","2.85"
"1.56","Premium","G","VS1","60.2","60.0","13079","7.47","7.52","4.51"
"0.31","Premium","E","SI1","59.3","59.0","544","4.42","4.48","2.64"
"0.3","Premium","G","VVS2","62.2","59.0","878","4.31","4.28","2.67"
"0.28","Very Good","D","VS1","62.2","61.0","452","4.13","4.16","2.58"
"0.71","Ideal","D","SI2","61.5","56.0","2633","5.78","5.74","3.54"
"0.9","Very Good","E","VS2","62.8","57.0","4419","6.13","6.16","3.86"
"1.51","Ideal","F","SI1","62.3","57.0","12459","7.33","7.3","4.56"
"1.15","Premium","H","VVS2","58.8","58.0","6917","6.9","6.87","4.05"
"0.35","Ideal","F","VS2","62.4","57.0","706","4.5","4.51","2.81"
"0.47","Good","F","VS1","59.0","60.2","1243","5.04","5.09","2.99"
"1.11","Premium","H","SI1","58.8","59.0","5439","6.79","6.74","3.98"
"0.73","Ideal","I","VVS2","60.1","56.0","2451","5.88","5.86","3.53"
"0.7","Ideal","E","VS2","61.9","58.0","2952","5.7","5.73","3.54"
"1.1","Very Good","G","IF","60.5","55.0","8592","6.77","6.71","4.08"
"2.1","Premium","G","SI2","62.6","56.0","15175","8.2","8.16","5.12"
"1.01","Very Good","E","VVS2","60.2","60.0","9076","6.46","6.5","3.9"
"0.31","Ideal","D","SI1","62.5","53.0","684","4.37","4.34","2.72"
"0.59","Very Good","H","SI2","60.3","56.0","1160","5.43","5.48","3.29"
"0.41","Ideal","G","IF","61.0","57.0","1367","4.79","4.81","2.93"
"0.5","Very Good","G","VVS1","59.6","63.0","1887","5.11","5.16","3.06"
"1.61","Ideal","I","SI1","62.7","55.0","9439","7.48","7.54","4.71"
"1.2","Ideal","F","VS1","60.7","57.0","9596","6.89","6.85","4.17"
"0.42","Ideal","H","SI1","61.7","55.0","885","4.84","4.85","2.99"
"1.53","Premium","G","VS2","61.3","58.0","12228","7.48","7.4","4.56"
"0.41","Ideal","F","VVS1","62.3","55.0","1356","4.79","4.74","2.97"
"0.32","Very Good","D","VS2","62.0","57.0","758","4.38","4.42","2.73"
"0.3","Ideal","H","SI1","61.6","57.0","572","4.28","4.32","2.65"
"0.56","Ideal","D","VS2","61.4","57.0","2066","5.36","5.32","3.28"
"0.9","Ideal","F","SI1","60.7","57.0","4401","6.21","6.25","3.78"
"1.5","Premium","J","SI2","61.0","60.0","6048","7.34","7.3","4.46"
"0.53","Premium","H","VS1","62.3","58.0","1607","5.17","5.13","3.21"
"0.4","Ideal","G","IF","61.4","55.0","1333","4.76","4.79","2.93"
"0.24","Very Good","F","VVS1","61.8","58.0","478","3.95","3.98","2.45"
"1.56","Ideal","I","VS2","61.8","56.0","10333","7.41","7.45","4.59"
"0.4","Very Good","E","VVS2","59.8","60.0","1184","4.8","4.84","2.88"
"0.57","Premium","G","VS1","62.4","58.0","1949","5.32","5.29","3.31"
"0.31","Ideal","H","VVS2","61.1","56.0","802","4.37","4.33","2.66"
"1.71","Ideal","J","VVS2","61.6","59.0","10945","7.65","7.68","4.72"
"0.28","Ideal","E","VVS1","60.6","55.0","787","4.28","4.3","2.6"
"0.3","Premium","G","SI1","60.1","62.0","574","4.37","4.35","2.62"
"0.54","Good","H","VVS2","60.9","57.2","1883","5.22","5.26","3.19"
"0.41","Good","J","VS2","64.3","55.0","606","4.66","4.7","3.01"
"0.73","Good","F","SI2","58.1","62.0","2191","5.92","5.93","3.44"
"1.01","Good","E","VVS2","64.3","58.0","7769","6.34","6.28","4.06"
"0.5","Ideal","F","VS2","62.7","57.0","1436","5.08","5.1","3.19"
"0.7","Fair","J","VS2","67.4","58.0","1896","5.34","5.37","3.61"
"0.51","Ideal","D","IF","62.1","55.0","3446","5.12","5.13","3.19"
"1.28","Premium","J","SI2","62.3","58.0","4553","6.89","6.94","4.31"
"0.3","Good","H","VVS2","63.4","57.0","605","4.21","4.24","2.68"
"0.34","Premium","H","VS2","59.0","59.0","689","4.61","4.55","2.7"
"0.9","Good","E","SI1","60.8","65.0","3625","6.31","6.18","3.8"
"1.24","Ideal","H","VS1","62.1","56.0","8299","6.85","6.88","4.26"
"0.73","Ideal","I","VS2","61.9","56.0","2686","5.77","5.8","3.59"
"0.32","Premium","H","VVS1","61.4","58.0","730","4.38","4.41","2.7"
"1.23","Good","G","SI1","63.1","56.0","6545","6.78","6.81","4.29"
"0.3","Ideal","J","VVS1","61.8","56.0","464","4.31","4.33","2.67"
"0.62","Good","G","VS1","62.5","60.8","1893","5.37","5.47","3.39"
"1.51","Good","D","SI1","64.1","62.0","9674","7.21","7.15","4.6"
"0.31","Ideal","G","VS2","61.4","57.0","544","4.35","4.45","2.7"
"0.91","Very Good","D","SI1","63.5","56.0","4389","6.13","6.18","3.91"
"1.22","Ideal","F","VS1","62.2","57.0","9633","6.85","6.81","4.25"
"2.26","Premium","H","SI2","61.9","58.0","11226","8.37","8.33","5.17"
"0.39","Premium","F","VVS1","62.7","57.0","1290","4.68","4.64","2.92"
"0.41","Very Good","H","VVS2","62.0","56.0","873","4.77","4.81","2.97"
"0.57","Ideal","D","VS1","61.1","57.0","2043","5.33","5.37","3.27"
"1.01","Premium","D","SI2","61.8","60.0","4672","6.41","6.37","3.95"
"0.36","Premium","H","VS1","61.6","59.0","810","4.57","4.52","2.8"
"0.34","Ideal","E","VS2","62.0","56.0","829","4.48","4.46","2.77"
"0.91","Premium","D","SI2","58.3","60.0","3511","6.4","6.33","3.71"
"0.9","Premium","I","SI1","63.0","58.0","2861","6.09","6.01","3.81"
"1.0","Ideal","F","VS1","61.4","56.0","7177","6.46","6.51","3.98"
"0.32","Premium","G","IF","61.8","55.0","1020","4.45","4.39","2.73"
"1.11","Ideal","E","IF","61.8","55.0","15464","6.65","6.69","4.12"
"1.01","Good","D","SI1","61.7","62.0","5443","6.3","6.34","3.9"
"2.01","Ideal","I","SI2","62.1","55.0","12349","8.12","8.08","5.03"
"0.32","Good","I","SI1","63.5","57.0","421","4.3","4.33","2.74"
"1.5","Ideal","G","SI1","62.0","56.0","11180","7.33","7.29","4.53"
"1.03","Ideal","D","VS1","61.5","57.0","8742","6.48","6.52","4.0"
"0.45","Fair","F","SI1","57.9","66.0","794","5.08","4.98","2.91"
"0.3","Premium","D","SI1","62.2","58.0","552","4.28","4.31","2.67"
"0.39","Very Good","D","VVS2","62.9","58.0","1232","4.62","4.66","2.92"
"0.7","Premium","I","SI2","59.5","58.0","1890","5.79","5.73","3.43"
"0.35","Very Good","G","VVS1","59.3","61.0","921","4.58","4.62","2.73"
"0.52","Ideal","E","VS2","61.1","57.0","1689","5.18","5.2","3.17"
"0.32","Ideal","E","VVS1","61.8","55.0","921","4.4","4.43","2.73"
"1.02","Ideal","G","VVS1","61.5","57.0","8168","6.44","6.47","3.97"
"0.34","Very Good","F","VS1","61.1","60.0","795","4.46","4.51","2.74"
"1.83","Fair","H","I1","68.0","57.0","6887","7.47","7.44","5.07"
"1.07","Premium","E","SI2","61.3","59.0","4943","6.58","6.64","4.05"
"0.36","Very Good","E","VS2","62.1","59.0","789","4.55","4.59","2.84"
"0.32","Ideal","G","SI1","61.3","57.0","612","4.4","4.37","2.69"
"0.53","Premium","G","SI1","61.3","58.0","1273","5.22","5.19","3.19"
"0.41","Ideal","G","IF","62.3","55.0","1431","4.78","4.75","2.97"
"0.37","Premium","D","VVS1","61.4","58.0","1142","4.65","4.63","2.85"
"0.41","Ideal","H","VVS1","61.5","55.0","945","4.79","4.81","2.95"
"0.32","Premium","H","VVS1","61.4","58.0","730","4.37","4.42","2.7"
"0.34","Ideal","E","VS2","62.2","57.0","829","4.46","4.42","2.76"
"0.56","Very Good","H","SI1","61.2","57.0","1179","5.28","5.31","3.24"
"0.32","Ideal","F","VVS1","62.1","54.0","912","4.41","4.42","2.74"
"1.22","Good","J","SI1","63.8","57.0","4612","6.77","6.72","4.3"
"0.56","Premium","D","VS2","61.1","58.0","2066","5.34","5.3","3.25"
"0.39","Ideal","F","VS2","60.0","57.0","821","4.7","4.76","2.84"
"1.21","Very Good","G","SI2","62.8","60.0","5558","6.7","6.77","4.23"
"0.36","Ideal","H","VS2","62.1","55.0","568","4.57","4.61","2.85"
"0.71","Premium","G","SI2","59.9","59.0","1717","5.79","5.82","3.48"
"0.38","Ideal","D","VS1","61.8","54.0","983","4.67","4.71","2.9"
"0.25","Very Good","F","VVS2","59.4","57.0","575","4.1","4.12","2.44"
"0.7","Very Good","H","SI2","62.8","59.0","2034","5.62","5.65","3.54"
"1.26","Ideal","H","VVS2","61.8","56.0","8941","6.9","6.93","4.28"
"0.51","Ideal","E","VS2","61.9","55.0","1656","5.13","5.17","3.19"
"0.33","Very Good","G","VS2","60.8","62.0","579","4.42","4.46","2.7"
"0.9","Fair","J","SI1","64.6","61.0","2438","5.92","5.87","3.81"
"0.81","Very Good","I","VS2","60.4","63.0","2616","5.97","5.95","3.6"
"1.63","Ideal","E","SI2","61.7","57.0","10357","7.5","7.54","4.64"
"1.09","Ideal","E","SI2","61.6","55.0","5035","6.6","6.64","4.08"
"1.51","Premium","G","VS1","62.2","58.0","14674","7.35","7.29","4.55"
"0.61","Very Good","E","VS1","61.1","58.0","2243","5.47","5.52","3.36"
"0.62","Fair","J","SI1","65.4","59.0","1101","5.39","5.28","3.49"
"0.71","Premium","E","SI1","62.2","58.0","2743","5.74","5.67","3.55"
"0.41","Ideal","E","VVS1","60.9","55.0","1431","4.83","4.8","2.93"
"1.03","Ideal","G","VVS1","62.4","57.0","8454","6.39","6.47","4.01"
"0.92","Premium","H","SI1","62.4","58.0","3624","6.19","6.22","3.87"
"1.07","Premium","D","SI2","62.4","61.0","4949","6.51","6.48","4.05"
"0.33","Very Good","I","IF","62.0","58.0","694","4.44","4.46","2.76"
"1.59","Premium","D","SI2","59.4","61.0","7779","7.62","7.56","4.51"
"1.09","Very Good","G","VS1","59.7","63.0","6570","6.74","6.65","4.0"
"0.53","Ideal","D","VS2","61.4","56.0","1659","5.18","5.21","3.19"
"0.97","Very Good","I","VS2","62.2","55.9","4018","6.34","6.29","3.94"
"0.38","Ideal","E","VS1","62.1","56.0","1000","4.62","4.65","2.88"
"0.4","Ideal","D","SI1","62.1","56.0","772","4.7","4.74","2.93"
"1.52","Premium","G","I1","62.3","60.0","4345","7.34","7.28","4.56"
"1.2","Premium","F","VS2","62.8","62.0","8266","6.69","6.62","4.18"
"0.51","Ideal","H","VS2","61.3","57.0","1385","5.14","5.16","3.16"
"0.32","Premium","G","VS2","62.5","58.0","561","4.36","4.38","2.73"
"0.31","Ideal","F","VS2","61.9","55.0","757","4.35","4.37","2.7"
"0.8","Ideal","F","VS2","62.7","54.0","3369","5.95","5.91","3.72"
"1.0","Ideal","E","VS2","61.6","57.0","6600","6.38","6.44","3.95"
"3.01","Ideal","J","SI2","61.7","58.0","16037","9.25","9.2","5.69"
"0.54","Ideal","E","SI2","60.4","57.0","1246","5.27","5.33","3.2"
"1.0","Good","F","SI2","62.0","59.0","4204","6.32","6.36","3.93"
"1.18","Very Good","J","SI2","63.5","57.0","4294","6.68","6.74","4.26"
"0.3","Ideal","H","IF","62.1","57.0","764","4.29","4.31","2.67"
"0.27","Ideal","E","VS1","61.6","57.0","470","4.12","4.16","2.55"
"0.91","Ideal","E","VVS1","61.7","56.0","9636","6.18","6.23","3.83"
"0.33","Very Good","G","SI1","61.2","56.0","521","4.44","4.46","2.72"
"1.0","Premium","F","SI1","62.1","59.0","5060","6.36","6.39","3.96"
"0.91","Good","F","SI1","58.0","57.0","4067","6.36","6.47","3.72"
"2.19","Premium","I","SI2","60.8","60.0","15169","8.38","8.34","5.08"
"0.31","Good","H","VS1","64.0","59.0","698","4.28","4.25","2.73"
"0.31","Ideal","E","VS2","61.3","56.0","872","4.37","4.34","2.67"
"1.01","Ideal","I","SI1","60.2","59.0","4241","6.54","6.49","3.92"
"1.51","Very Good","H","VVS1","61.5","58.0","12981","7.3","7.39","4.52"
"1.65","Premium","I","SI2","62.0","59.0","8590","7.61","7.54","4.7"
"1.19","Premium","H","VS2","61.1","58.0","6944","6.83","6.78","4.16"
"0.7","Very Good","G","SI1","64.3","56.0","2517","5.56","5.58","3.58"
"1.12","Ideal","H","SI1","61.6","56.0","6962","6.64","6.68","4.11"
"1.02","Premium","D","VS2","59.8","61.0","6909","6.61","6.54","3.93"
"0.41","Premium","G","VS1","61.7","57.0","961","4.78","4.75","2.94"
"0.43","Ideal","E","SI1","61.5","56.0","792","4.85","4.9","3.0"
"0.85","Ideal","E","VS1","63.0","57.0","4189","6.08","5.99","3.8"
"0.31","Ideal","G","VVS2","62.2","53.0","647","4.36","4.39","2.72"
"0.31","Very Good","H","VS2","62.5","60.0","489","4.31","4.36","2.71"
